MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DE,MVM_PRSCRPTN_CN,SEXDSTN_FLAG_CD
"1","남구(부산)","성인","일반","19","관리자","2등급","20250201","준비운동:윗몸올리기 ,엎드려 버티기","M"
"1","남구(부산)","성인","일반","25","관리자","1등급","20250201","본운동:의자에 앉아 다리 뻗어 올리기,앉아서 엉덩관절 굽히기","F"
"3","KSPO송파","성인","일반","28","관리자","1등급","20250201","준비운동:전신 루틴 스트레칭 / 본운동:엎드려서 팔 다리 들기,수영 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"4","연제","성인","일반","20","관리자","3등급","20250201","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:매달려서 다리 들기,누워서 팔 다리 동시에 들어올리기,달리기,계단 올라갔다 내려오기,버피운동 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"6","동해","성인","일반","25","관리자","2등급","20250201","준비운동:윗몸 말아 올리기,버피운동 / 본운동:바벨 들어 팔꿈치 굽히기,소파를 이용한 윗몸올리기,옆으로 누워 버티기","F"
"1","남원","청소년","일반","18","관리자","3등급","20250201","준비운동:옆구리 스트레칭,무릎 당겨올리기,옆으로 팔 벌리며 점프하기 / 본운동:전완대고 버티기,윗몸 일으키기,앉았다 일어서기,맨몸운동  루틴프로그램 / 정리운동:조깅","M"
"1","화성","성인","일반","60","관리자","3등급","20250201","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:걷기,달리기,트레드밀에서 걷기,수영 / 정리운동:허리 스트레칭,배스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"1","동해","성인","일반","52","관리자","참가","20250201","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭,허리 스트레칭 / 본운동:자가근막이완술 루틴 스트레칭,달리기,실내 자전거타기,수영 / 정리운동:배스트레칭,옆구리 스트레칭,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭","F"
"3","KSPO아산","성인","일반","60","관리자","3등급","20250201","준비운동:전신 루틴 스트레칭 / 본운동:소파를 이용한 윗몸올리기,엎드려서 팔 다리 들기,매달려서 다리 들기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2","M"
"1","KSPO대구","성인","일반","19","관리자","참가","20250201","준비운동:전신 루틴 스트레칭 / 본운동:윗몸올리기 ,엎드려 버티기,누워서 공들고 몸 기울이기 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"1","KSPO광주","청소년","일반","18","관리자","2등급","20250201","준비운동:걷기,조깅,아기자세 / 본운동:순간반응 콘 찍기,빠르게 무릎들어 뛰기","M"
"1","천안","성인","일반","27","관리자","참가","20250201","준비운동:유산소 운동 전 동적 루틴 스트레칭,누워서 막대 잡고 팔 회전하기 / 본운동:팔굽혀펴기,턱걸이,달리기 / 정리운동:하지 루틴 스트레칭2,전신 루틴 스트레칭","M"
"6","남원","성인","일반","20","관리자","3등급","20250201","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:윗몸 말아 올리기,앉았다 일어서기,엎드려 버티기,달리기 / 정리운동:하지 루틴 스트레칭1,전신 루틴 스트레칭","M"
"1","천안","성인","일반","25","관리자","2등급","20250201","준비운동:걷기,트레드밀에서 걷기 / 본운동:의자에 앉아 다리 뻗어 올리기,앉아서 엉덩관절 굽히기,서서 다리 뒤로 차기,서서 다리로 탄력밴드 당기기 I / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","F"
"6","남구(부산)","성인","일반","55","관리자","2등급","20250201","준비운동:상지 루틴 스트레칭,하지 루틴 스트레칭2","F"
"3","KSPO송파","성인","일반","62","관리자","3등급","20250201","준비운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2","M"
"1","화성","성인","일반","57","관리자","참가","20250201","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:걷기,실내 자전거타기,트레드밀에서 걷기,수영 / 정리운동:허리 스트레칭,배스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭","F"
"1","남구(부산)","성인","일반","19","관리자","참가","20250201","본운동:달리기,윗몸올리기 ,엎드려 버티기 / 정리운동:하지 루틴 스트레칭2,전신 루틴 스트레칭","M"
"1","KSPO송파","성인","일반","20","관리자","참가","20250201","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:매달려서 다리 들기,누워서 팔 다리 동시에 들어올리기,누워서 수직으로 다리 들어올리기 ,달리기,계단 올라갔다 내려오기,버피운동 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","M"
"1","KSPO대구","성인","일반","19","관리자","참가","20250201","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:윗몸올리기 ,누워서 다리 들어올리기,누워서 팔 다리 동시에 들어올리기,걷기,달리기 / 정리운동:하지 루틴 스트레칭2","M"
"1","KSPO대구","성인","일반","20","관리자","참가","20250201","준비운동:유산소 운동 전 동적 루틴 스트레칭,무릎 높여 제자리 달리기,옆으로 누워서팔 앞으로 당기기 / 본운동:매달려서 다리 들기,누워서 팔 다리 동시에 들어올리기,누워서 수직으로 다리 들어올리기 ,파워클린 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","M"
"3","KSPO아산","성인","일반","64","관리자","참가","20250201","준비운동:가슴/어깨 앞쪽 스트레칭,넙다리 뒤쪽 스트레칭,테이블 이용하여 팔 들어 올리기 / 본운동:누워서 배가로근 수축 II,윗몸 말아 올리기 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,상지 루틴 스트레칭","M"
"3","KSPO광주","성인","일반","20","관리자","3등급","20250201","준비운동:유산소 운동 전 동적 루틴 스트레칭,벌림 밸런스 운동-60~120도 사이 / 본운동:서서 바벨 위로 밀기,앉아서 다리 펴기,앉아서 다리 굽히기 / 정리운동:하지 루틴 스트레칭1,상지 루틴 스트레칭,달리기,계단 올라갔다 내려오기","F"
"3","KSPO아산","성인","일반","64","관리자","참가","20250201","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭 / 본운동:달리기,계단 올라갔다 내려오기,수영 / 정리운동:허리 스트레칭,배스트레칭,옆구리 스트레칭","M"
"4","천안","청소년","일반","18","관리자","참가","20250201","준비운동:유산소 운동 전 동적 루틴 스트레칭,발 끝 당기기 / 본운동:누워서 배가로근 수축 II,윗몸올리기 ,누워서 다리 들어올리기 / 정리운동:하지 루틴 스트레칭2","M"
"1","동해","성인","일반","58","관리자","참가","20250201","준비운동:손목 펴기/굽히기,누워서 밀기,앉아서 당겨 내리기,턱걸이 / 본운동:몸통 옆으로 굽히기,윗몸올리기","M"
"1","화성","성인","일반","32","관리자","참가","20250201","준비운동:덤벨 옆으로 들어올리기,목 스트레칭,손목 펴기/굽히기,등/어깨 뒤쪽 스트레칭,앉아서 팔꿈치 굽히기/펴기 ,가슴/어깨 앞쪽 스트레칭,뒤로 팔굽혀펴기,아래 팔 스트레칭 / 본운동:걷기,달리기,실내 자전거타기,트레드밀에서 걷기 / 정리운동:의자에 앉아 다리 뻗어 올리기,허리 스트레칭,서서 뒤꿈치 들기,배스트레칭,한발 서서 균형잡기,넙다리 뒤쪽 스트레칭,의자 앞에서 앉았다 일어서기,넙다리 안쪽 스트레칭","F"
"2","천안","성인","일반","27","관리자","3등급","20250201","준비운동:전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭,테이블 이용하여 팔 들어 올리기 / 본운동:윗몸 말아 올리기,윗몸올리기 ,엎드려 버티기,앉아서 몸통 움츠리기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,전신 루틴 스트레칭","F"
"1","화성","성인","일반","30","관리자","3등급","20250201","준비운동:뒤로 팔굽혀펴기,허리 굽혀 팔 뒤로 들기,물병 옆으로 들어올리기,팔꿈치 굽히기 / 본운동:윗몸올리기 ,엎드려 버티기,누워서 다리 들어올리기,누워서 엉덩이 들어올리기 / 정리운동:의자에 앉아 다리 뻗어 올리기,서서 뒤꿈치 들기,한발 서서 균형잡기,의자 앞에서 앉았다 일어서기","F"
"4","KSPO대구","성인","일반","43","관리자","참가","20250201","준비운동:전신 루틴 스트레칭 / 본운동:맨몸운동  루틴프로그램,줄넘기 운동,메디신볼 운동  루틴프로그램 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"1","천안","성인","일반","28","관리자","참가","20250201","준비운동:넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭,하지 루틴 스트레칭1,누워서 막대 잡고 팔 회전하기 / 본운동:달리기,줄넘기,계단 올라갔다 내려오기,계단 뛰어 오르기","F"
"3","연제","성인","일반","38","관리자","참가","20250201","준비운동:허리 스트레칭,엉덩이 스트레칭,하지 루틴 스트레칭2 / 본운동:누워서 배가로근 수축 II,누워서 덤벨 모아들기,앉았다 일어서기 / 정리운동:전신 루틴 스트레칭","M"
"2","KSPO송파","성인","일반","31","관리자","참가","20250201","준비운동:전신 루틴 스트레칭 / 본운동:맨몸운동  루틴프로그램,웨이트 트레이닝  루틴프로그램,엎드려서 팔 다리 들기,짐볼에 엎드려서 몸통 젖히기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"2","KSPO아산","성인","일반","37","관리자","1등급","20250201","본운동:누워서 배가로근 수축 II,앉아서 팔꿈치 굽히기/펴기 ,달리기,실내 자전거타기,계단 올라갔다 내려오기,수영","F"
"5","KSPO아산","성인","일반","22","관리자","2등급","20250201","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,하지 루틴 스트레칭1,옆으로 누워서팔 앞으로 당기기 / 본운동:누워서 배가로근 수축 I,앉았다 일어서기,실내 자전거타기 / 정리운동:달리기,넙다리 뒤쪽 스트레칭,전신 루틴 스트레칭,좌식생활자를 위한 동적 루틴 스트레칭","M"
"1","KSPO광주","성인","일반","50","관리자","1등급","20250201","준비운동:전신 루틴 스트레칭,테이블 이용하여 팔 옆으로 벌리기 / 본운동:전완대고 버티기,맨몸운동  루틴프로그램,웨이트 트레이닝  루틴프로그램,실외 자전거타기,계단 올라갔다 내려오기,팔벌려뛰기,버피운동 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"4","연제","성인","일반","41","관리자","1등급","20250201","본운동:사다리 안팎 뛰기,앉았다 일어서면서 점프하기,버피운동","F"
"9","남구(부산)","성인","일반","49","관리자","참가","20250201","정리운동:하지 루틴 스트레칭1,전신 루틴 스트레칭","F"
"19","남구(부산)","성인","일반","55","관리자","참가","20250201","본운동:누워서 배가로근 수축 I,윗몸 말아 올리기,윗몸올리기  / 정리운동:하지 루틴 스트레칭1,전신 루틴 스트레칭","F"
"1","남구(부산)","성인","일반","50","관리자","참가","20250201","본운동:달리기,실내 자전거타기","F"
"16","남구(부산)","성인","일반","36","관리자","3등급","20250201","본운동:윗몸올리기 ,엎드려 버티기,옆으로 누워 버티기","F"
"9","남구(부산)","성인","일반","30","관리자","3등급","20250201","본운동:스텝퍼 뛰어서 오르내리기,스텝퍼 올라가서 점프하여 착지하기","F"
"1","남구(부산)","성인","일반","44","관리자","참가","20250201","준비운동:윗몸올리기 ,엎드려 버티기,상지 루틴 스트레칭,하지 루틴 스트레칭2","F"
"1","KSPO대구","성인","일반","47","관리자","참가","20250201","본운동:등/어깨 뒤쪽 스트레칭,넙다리 뒤쪽 스트레칭,하지 루틴 스트레칭1","F"
"1","KSPO대구","성인","일반","22","관리자","참가","20250201","본운동:하지 루틴 스트레칭1","M"
"4","화성","어르신","일반","73","관리자","1등급","20250201","준비운동:어깨 스트레칭,몸통 비틀기,등 대고 대퇴이두근 스트레칭,마주 앉아 대퇴이두근 스트레칭 / 본운동:마주 앉아 대퇴이두근 스트레칭2,고관절 스트레칭,대퇴이두근 스트레칭,대퇴이두근 스트레칭2 / 정리운동:대퇴사두근 스트레칭,엉덩이 스트레칭2,종아리 스트레칭,몸통 비틀기","M"
"3","화성","어르신","일반","65","관리자","2등급","20250201","준비운동:목 스트레칭,가슴 스트레칭,팔꿈치 맞닿아 원그리기,등/어깨 뒤쪽 스트레칭 / 본운동:고정식 트레드밀에서 걷기,고정식 자전거 타기,스텝박스 오르내리기 ,물속에서 걷기 / 정리운동:옆구리 스트레칭,몸 앞으로 굽히기,내전근 스트레칭,엉덩이 스트레칭","F"
"6","천안","어르신","일반","75","관리자","참가","20250201","준비운동:스텝박스,스텝박스 오르내리기 ,아쿠아로빅-엉덩관절 회전하기 / 본운동:실내 자전거타기,의자 잡고 후방으로 한발 뻗어 들기,의자잡고 후방으로 무릎 굽혀 들기,의자 잡고 전방으로 무릎 굽혀 들기,한발 들기 / 정리운동:어깨 스트레칭,마주 앉아 대퇴이두근 스트레칭,마주 앉아 대퇴이두근 스트레칭2,고관절 스트레칭","F"
"2","KSPO광주","성인","일반","28","관리자","1등급","20250201","준비운동:유산소 운동 전 동적 루틴 스트레칭,막대 잡고 팔 안쪽/바깥 돌림 / 본운동:달리기,실내 자전거타기,누워서 덤벨 모아들기,맨몸운동  루틴프로그램,계단 두 칸씩 뛰기 / 정리운동:등/어깨 뒤쪽 스트레칭,엉덩이 스트레칭,넙다리 앞쪽 스트레칭","F"
"1","KSPO아산","성인","일반","26","관리자","참가","20250201","준비운동:목 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:누워서 배가로근 수축 II,윗몸올리기 ,엎드려 버티기,누워서 다리 들어올리기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","F"
"3","KSPO아산","성인","일반","41","관리자","1등급","20250201","준비운동:하지 루틴 스트레칭2,상지 루틴 스트레칭 / 본운동:앉았다 일어서기,계단 올라갔다 내려오기 / 정리운동:넙다리 안쪽 스트레칭,전신 루틴 스트레칭","F"
"2","KSPO송파","성인","일반","26","관리자","1등급","20250201","준비운동:전신 루틴 스트레칭 / 본운동:버피운동 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭","F"
"1","KSPO송파","성인","일반","20","관리자","3등급","20250201","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:달리기,버피운동,계단 두 칸씩 뛰기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"3","KSPO대구","성인","일반","34","관리자","3등급","20250201","본운동:달리기,실외 자전거타기,계단 올라갔다 내려오기","M"
"1","KSPO대구","성인","일반","27","관리자","2등급","20250201","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,유산소 운동 전 동적 루틴 스트레칭 / 본운동:앉았다 일어서면서 점프하기,앉았다 일어서기,윗몸올리기 ,엎드려 버티기,달리기 / 정리운동:하지 루틴 스트레칭1,상지 루틴 스트레칭,자가근막이완술 루틴 스트레칭","F"
"1","KSPO대구","어르신","일반","66","관리자","참가","20250201","준비운동:등/어깨 뒤쪽 스트레칭,허리 스트레칭,배스트레칭,하지 루틴 스트레칭2 / 본운동:밴드 걸고 엎드려서 다리 구부리기,밴드 걸고 앉아서 발등 굽힘,밴드 걸고 옆으로 누워 다리 올리기","M"
"1","동해","어르신","일반","71","관리자","참가","20250201","준비운동:등 대고 대퇴이두근 스트레칭,내전근 스트레칭,비복근 스트레칭 / 본운동:고정식 트레드밀에서 걷기,고정식 자전거 타기,엎드려서 다리 굽히기 ,앉아서 다리 밀기 ,덤벨 잡고 뒤꿈치 들기 / 정리운동:고관절 스트레칭,대퇴이두근 스트레칭","F"
"1","KSPO대구","성인","일반","20","관리자","참가","20250201","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:매달려서 다리 들기,누워서 팔 다리 동시에 들어올리기,누워서 수직으로 다리 들어올리기 ,달리기,계단 올라갔다 내려오기 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","M"
"1","연제","성인","일반","25","관리자","1등급","20250201","준비운동:전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭 / 본운동:달리기,계단 뛰어 오르기,누워서 배가로근 수축 II,앉았다 일어서기,한발 앞으로 내밀고 앉았다 일어서기,누워서 다리 들어올리기 / 정리운동:전신 루틴 스트레칭,하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"2","구미","성인","일반","40","관리자","참가","20250201","본운동:한발 앞으로 내밀고 앉았다 일어서기,앉아서 다리 굽히기,앉아서 뒤로 당기기,앉아서 밀기,달리기,실외 자전거타기,계단 올라갔다 내려오기,수영","M"
"1","KSPO송파","성인","일반","25","관리자","참가","20250201","준비운동:전신 루틴 스트레칭 / 본운동:윗몸 말아 올리기,윗몸올리기 ,앉았다 일어서면서 점프하기,무릎 높여 제자리 달리기,누워서 하늘 자전거 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭","F"
"1","남구(부산)","어르신","일반","65","관리자","3등급","20250201","정리운동:옆구리 스트레칭,엉덩이 스트레칭,대퇴사두근 스트레칭","M"
"1","남구(부산)","성인","일반","19","관리자","참가","20250201","준비운동:달리기,실내 자전거타기,트레드밀에서 걷기,계단 뛰어 오르기","M"
"1","연제","어르신","일반","65","관리자","3등급","20250201","준비운동:어깨 스트레칭,몸통 비틀기,의자잡고 후방으로 무릎 굽혀 들기 / 본운동:밴드 걸고 엎드려서 다리 구부리기,밴드 걸고 누워서 다리 들어올리기,물통으로 양팔 들어올리기 / 정리운동:대퇴사두근 스트레칭,종아리 스트레칭","M"
"3","KSPO아산","성인","일반","19","관리자","1등급","20250201","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,하지 루틴 스트레칭1 / 본운동:앉았다 일어서기,윗몸 말아 올리기,엎드려 버티기,앉아서 위로 밀기,달리기,수영 / 정리운동:유산소 운동 전 동적 루틴 스트레칭","M"
"6","화성","어르신","일반","81","관리자","2등급","20250201","준비운동:어깨 스트레칭,몸통 비틀기,등 대고 대퇴이두근 스트레칭,마주 앉아 대퇴이두근 스트레칭 / 본운동:대퇴사두근 스트레칭,엉덩이 스트레칭2,종아리 스트레칭,몸통 비틀기 / 정리운동:고관절 스트레칭,대퇴이두근 스트레칭,대퇴이두근 스트레칭2,엉덩이 스트레칭","M"
"5","KSPO대구","성인","일반","30","관리자","2등급","20250201","준비운동:넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭,하지 루틴 스트레칭1 / 본운동:걷기,달리기,계단 뛰어 오르기","M"
"1","KSPO대구","성인","일반","24","관리자","3등급","20250201","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:엎드려 버티기,달리기,계단 뛰어 오르기,누워서 덤벨 들어올리기,점프 팔굽혀펴기 / 정리운동:하지 루틴 스트레칭2,전신 루틴 스트레칭","F"
"1","KSPO대구","성인","일반","24","관리자","3등급","20250201","준비운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭","F"
"1","화성","성인","일반","26","관리자","3등급","20250201","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭,턱걸이,바벨 들어 팔꿈치 굽히기,손목 펴기/굽히기,뒤로 팔굽혀펴기 / 본운동:걷기,달리기,실내 자전거타기,줄넘기 / 정리운동:허리 스트레칭,배스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"6","구미","성인","일반","31","관리자","1등급","20250201","본운동:달리기,실외 자전거타기,계단 올라갔다 내려오기,수영,뛰어 내렸다가 바로 점프하기,앉았다 일어서면서 점프하기,무릎 높여 제자리 달리기,계단 두발 뛰기","M"
"1","남구(부산)","어르신","일반","67","관리자","2등급","20250201","준비운동:덤벨 잡고 앉았다 일어서기,앉아서 다리 펴기,엎드려서 다리 굽히기 ,앉아서 다리 밀기","F"
"3","남구(부산)","성인","일반","19","관리자","2등급","20250201","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:윗몸 말아 올리기,앉았다 일어서기,달리기,소파를 이용한 윗몸올리기 / 정리운동:전신 루틴 스트레칭","M"
"4","KSPO송파","성인","일반","60","관리자","참가","20250201","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:계단 올라갔다 내려오기,엎드려서 팔 다리 들기,소파를 이용한 윗몸올리기 / 정리운동:실내 자전거타기,하지 루틴 스트레칭1,하지 루틴 스트레칭2","M"
"2","KSPO송파","성인","일반","61","관리자","참가","20250201","준비운동:전신 루틴 스트레칭 / 본운동:바벨 끌어당기기,계단 올라갔다 내려오기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"2","남구(부산)","어르신","일반","70","관리자","2등급","20250201","정리운동:고관절 스트레칭,엉덩이 스트레칭,종아리 스트레칭","M"
"1","연제","성인","일반","25","관리자","참가","20250201","준비운동:전신 루틴 스트레칭,달리기 / 본운동:윗몸 말아 올리기,넙다리 뒤쪽 스트레칭,하지 루틴 스트레칭1,계단 올라갔다 내려오기 / 정리운동:전신 루틴 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭","M"
"9","화성","어르신","일반","67","관리자","3등급","20250201","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:걷기,달리기,실외 자전거타기,트레드밀에서 걷기 / 정리운동:허리 스트레칭,배스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭","F"
"7","화성","어르신","일반","81","관리자","3등급","20250201","준비운동:어깨 스트레칭,몸통 비틀기,등 대고 대퇴이두근 스트레칭,마주 앉아 대퇴이두근 스트레칭 / 본운동:마주 앉아 대퇴이두근 스트레칭2,고관절 스트레칭,대퇴이두근 스트레칭,대퇴이두근 스트레칭2 / 정리운동:엉덩이 스트레칭,대퇴사두근 스트레칭,엉덩이 스트레칭2,종아리 스트레칭","M"
"1","KSPO아산","어르신","일반","70","관리자","2등급","20250201","준비운동:고정식 트레드밀에서 걷기,스텝박스 오르내리기  / 본운동:덤벨 잡고 앉았다 일어서기,앉아서 다리 펴기,엎드려서 다리 굽히기 ,앉아서 다리 밀기  / 정리운동:대퇴이두근 스트레칭,대퇴사두근 스트레칭,엉덩이 스트레칭2","M"
"4","KSPO아산","어르신","일반","67","관리자","3등급","20250201","준비운동:가슴 스트레칭,대퇴사두근 스트레칭 / 본운동:물통으로 양팔 들어올리기 / 정리운동:어깨 스트레칭,등 대고 대퇴이두근 스트레칭,고관절 스트레칭,대퇴이두근 스트레칭2","M"
"1","천안","성인","일반","21","관리자","3등급","20250201","준비운동:손목 펴기/굽히기,탄력밴드 어깨 가쪽 돌림 ,서서 탄력밴드 당겨내리기/올리기,뒤로 팔굽혀펴기,진자운동 / 본운동:앉았다 일어서기,앉았다 일어서기,앉아서 다리 밀기 / 정리운동:윗몸 말아 올리기,서서 상체 일으키기,윗몸올리기 ,소파를 이용한 윗몸올리기","F"
"7","KSPO아산","성인","일반","61","관리자","참가","20250201","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭 / 본운동:앉았다 일어서기,누워서 엉덩이 들어올리기,트레드밀에서 걷기,계단 올라갔다 내려오기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","F"
"1","천안","성인","일반","19","관리자","참가","20250201","준비운동:옆으로 누워서팔 앞으로 당기기 / 본운동:서서 다리로 탄력밴드 당기기 I,서서 다리로 탄력밴드 당기기 II,서서 뒤꿈치 들기 / 정리운동:옆구리 스트레칭,하지 루틴 스트레칭1,전신 루틴 스트레칭","M"
"1","KSPO광주","성인","일반","19","관리자","참가","20250201","준비운동:걷기,수동적 관절가동범위 운동,밴드잡고 머리 위에서 팔꿈치 펴기,누워서 막대 잡고 팔 들어올리기 / 본운동:윗몸 말아 올리기,윗몸올리기  / 정리운동:달리기","M"
"4","KSPO광주","성인","일반","20","관리자","참가","20250201","준비운동:전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭,누워서 막대 잡고 팔 회전하기 / 본운동:달리기,실내 자전거타기,줄넘기,수영,맨몸운동  루틴프로그램,웨이트 트레이닝  루틴프로그램,저항밴드 운동  루틴프로그램,계단 두 칸씩 뛰기","M"
"1","KSPO대구","성인","일반","19","관리자","참가","20250201","본운동:달리기,윗몸올리기  / 정리운동:하지 루틴 스트레칭2,전신 루틴 스트레칭","M"
"1","남구(부산)","성인","일반","19","관리자","참가","20250201","준비운동:상지 루틴 스트레칭,하지 루틴 스트레칭2","M"
"5","사하","성인","일반","19","관리자","3등급","20250203","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:달리기,실내 자전거타기,계단 올라갔다 내려오기,계단 뛰어 오르기,누워서 배가로근 수축 II,앉았다 일어서기,한발 앞으로 내밀고 앉았다 일어서기,턱걸이 / 정리운동:허리 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,전신 루틴 스트레칭","M"
"1","북구(광주)","성인","일반","20","관리자","참가","20250203","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:윗몸 말아 올리기,앉았다 일어서기,엎드려 버티기,달리기,줄넘기 / 정리운동:하지 루틴 스트레칭1,전신 루틴 스트레칭","M"
"4","서구(대전)","성인","일반","19","관리자","2등급","20250203","준비운동:전신 루틴 스트레칭 / 본운동:윗몸올리기 ,엎드려 버티기,누워서 다리 좌우로 움직이기,달리기,앉았다 일어서면서 점프하기,무릎 높여 제자리 달리기 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"1","서구(대전)","성인","일반","19","관리자","3등급","20250203","준비운동:가슴/어깨 앞쪽 스트레칭,하지 루틴 스트레칭1 / 본운동:앉았다 일어서기,윗몸 말아 올리기,엎드려 버티기,달리기,트레드밀에서 걷기,수영 / 정리운동:유산소 운동 전 동적 루틴 스트레칭","M"
"5","창원마산회원","성인","일반","19","관리자","2등급","20250203","준비운동:유산소 운동 전 동적 루틴 스트레칭,걷기 / 본운동:윗몸 말아 올리기,앉았다 일어서기,윗몸올리기 ,엎드려 버티기,달리기 / 정리운동:하지 루틴 스트레칭1,전신 루틴 스트레칭","M"
"1","스포원(금정)","어르신","일반","69","관리자","참가","20250203","본운동:넙다리 뒤쪽 스트레칭,짐볼을 이용한 동적 루틴 스트레칭,작은 공을 이용한 동적 루틴 스트레칭 ,자가근막이완술 루틴 스트레칭 / 정리운동:옆구리 스트레칭,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭","F"
