MESURE_TME,CNTER_NM,AGE_FLAG_NM,MESURE_PLACE_FLAG_NM,MESURE_AGE_CO,INPT_FLAG_NM,COAW_FLAG_NM,MESURE_DE,MVM_PRSCRPTN_CN,SEXDSTN_FLAG_CD
"1","의정부","성인","일반","60","관리자","참가","20250212","본운동:걷기,실내 자전거타기,계단 뛰어 오르기","F"
"1","익산","성인","출장","43","관리자","참가","20250212","준비운동:목 스트레칭,하지 루틴 스트레칭1,좌식생활자를 위한 동적 루틴 스트레칭 ,자가근막이완술 루틴 스트레칭 / 본운동:머리 뒤로 깍지 끼고 상체 숙이기,무릎 굽혀 엉덩이 들어올리기,의자 앞에서 앉았다 일어서기,누워서 배가로근 수축 I,스텝박스,걷기 / 정리운동:넙다리 뒤쪽 스트레칭,하지 루틴 스트레칭2,허리 스트레칭,배스트레칭","F"
"1","익산","성인","출장","41","관리자","참가","20250212","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:고정한 상태에서 덤벨 들고 팔꿈치 굽히기,누워서 머리 위로 팔꿈치 펴기 ,서서 다리로 탄력밴드 당기기 I,서서 다리로 탄력밴드 당기기 II,걷기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2","F"
"1","익산","성인","출장","32","관리자","참가","20250212","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:걷기,달리기,누워서 배가로근 수축 II,한발 앞으로 내밀고 앉았다 일어서기,서서 어깨  들어올리기 / 정리운동:넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭","F"
"4","동구(광주)","어르신","일반","70","관리자","2등급","20250212","준비운동:고정식 자전거 타기 / 정리운동:고관절 스트레칭,종아리 스트레칭","M"
"2","의정부","성인","일반","60","관리자","참가","20250212","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:좌식생활자를 위한 동적 루틴 스트레칭 ,짐볼을 이용한 동적 루틴 스트레칭,누워서 배가로근 수축 II,엎드려 버티기,옆으로 누워 버티기,실내 자전거타기,수영,사다리 좌우 뛰기 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭","F"
"3","익산","성인","출장","43","관리자","참가","20250212","준비운동:전신 루틴 스트레칭 / 본운동:맨몸운동  루틴프로그램,줄넘기 운동,박스 운동  루틴프로그램 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"1","익산","성인","출장","29","관리자","참가","20250212","준비운동:상지 루틴 스트레칭 / 본운동:맨몸운동  루틴프로그램,웨이트 트레이닝  루틴프로그램,저항밴드 운동  루틴프로그램,윗몸올리기 ,걷기 / 정리운동:전신 루틴 스트레칭","F"
"1","KSPO광주","성인","일반","26","관리자","3등급","20250212","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭,바벨 들어 팔꿈치 굽히기,손목 펴기/굽히기,뒤로 팔굽혀펴기 / 본운동:걷기,달리기,실내 자전거타기,줄넘기 / 정리운동:허리 스트레칭,배스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"5","고양","성인","일반","23","관리자","참가","20250212","준비운동:넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,하지 루틴 스트레칭1,하지 루틴 스트레칭2","F"
"1","천안","성인","일반","19","관리자","참가","20250212","준비운동:유산소 운동 전 동적 루틴 스트레칭,걷기 / 본운동:윗몸 말아 올리기,앉았다 일어서기,버피운동 / 정리운동:하지 루틴 스트레칭1,전신 루틴 스트레칭","M"
"1","춘천","성인","일반","41","관리자","참가","20250212","준비운동:전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭 / 본운동:달리기,실내 자전거타기,줄넘기,수영,맨몸운동  루틴프로그램,웨이트 트레이닝  루틴프로그램,저항밴드 운동  루틴프로그램,계단 두 칸씩 뛰기","F"
"2","춘천","성인","일반","45","관리자","참가","20250212","준비운동:전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭 / 본운동:달리기,실내 자전거타기,줄넘기,수영,맨몸운동  루틴프로그램,웨이트 트레이닝  루틴프로그램,저항밴드 운동  루틴프로그램,계단 두 칸씩 뛰기","M"
"6","중구(서울)","성인","일반","31","관리자","1등급","20250212","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:누워서 배가로근 수축 II,한발 앞으로 내밀고 앉았다 일어서기,윗몸올리기 ,계단 올라갔다 내려오기,팔벌려뛰기,버피운동 / 정리운동:하지 루틴 스트레칭2","F"
"5","천안","어르신","일반","71","관리자","참가","20250212","준비운동:고정식 트레드밀에서 걷기,고정식 자전거 타기 / 본운동:엎드려서 다리 굽히기 ,의자 잡고 전방으로 무릎 굽혀 들기 / 정리운동:어깨 스트레칭,몸통 비틀기,등 대고 대퇴이두근 스트레칭,마주 앉아 대퇴이두근 스트레칭","M"
"5","정읍","성인","일반","46","관리자","참가","20250212","준비운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭 / 본운동:윗몸올리기 ,엎드려 버티기,사다리 안팎 뛰기,앉았다 일어서면서 점프하기 / 정리운동:걷기,달리기,실내 자전거타기,트레드밀에서 걷기","M"
"1","KSPO아산","성인","일반","19","관리자","참가","20250212","준비운동:테이블 이용하여 팔 들어 올리기,누워서 막대 잡고 팔 들어올리기 / 본운동:턱걸이,윗몸올리기 ,엎드려 버티기,달리기,스텝퍼 올라가서 점프하여 착지하기 / 정리운동:전신 루틴 스트레칭","M"
"15","남구(부산)","성인","일반","32","관리자","1등급","20250212","준비운동:등/어깨 뒤쪽 스트레칭,배스트레칭,하지 루틴 스트레칭1 / 본운동:앉았다 일어서면서 점프하기,팔벌려뛰기,버피운동,점프 팔굽혀펴기 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"1","남구(부산)","성인","일반","33","관리자","참가","20250212","준비운동:넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,하지 루틴 스트레칭1","M"
"4","성동","성인","일반","60","관리자","2등급","20250212","준비운동:허리 스트레칭,배스트레칭,하지 루틴 스트레칭2 / 본운동:의자에 한 다리 올리고 앉앗다 일어서기,윗몸 말아 올리기,엎드려서 다리 차올리기,앉아서 위로 밀기 / 정리운동:달리기,실내 자전거타기,계단 올라갔다 내려오기,수영","F"
"2","오산","어르신","일반","67","관리자","3등급","20250212","준비운동:전신 루틴 스트레칭 / 본운동:고정식 자전거 타기,바벨 당겨 올리기,스텝박스,앉아서 팔꿈치 굽히기,앉아서 덤벨로 손목 굽히기 / 정리운동:상지 루틴 스트레칭","M"
"1","달서","성인","일반","27","관리자","참가","20250212","준비운동:하지 루틴 스트레칭1 / 본운동:팔굽혀펴기,원판던지기,걷기 / 정리운동:넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,짐볼을 이용한 동적 루틴 스트레칭,작은 공을 이용한 동적 루틴 스트레칭","M"
"8","오산","어르신","일반","72","관리자","2등급","20250212","준비운동:고정식 트레드밀에서 걷기,의자잡고 후방으로 무릎 굽혀 들기 / 본운동:덤벨 잡고 앉았다 일어서기,앉아서 다리 펴기,앉아서 다리 밀기  / 정리운동:고관절 스트레칭,대퇴이두근 스트레칭,엉덩이 스트레칭","F"
"4","동작","어르신","일반","74","관리자","3등급","20250212","준비운동:어깨 스트레칭,고관절 스트레칭,대퇴사두근 스트레칭,종아리 스트레칭 / 본운동:덤벨 잡고 앉았다 일어서기,덤벨 잡고 뒤꿈치 들기,앉아서 어깨 위로 밀기,앉아서 밴드 잡고 몸통 돌리기 / 정리운동:고정식 자전거 타기,아쿠아로빅,수영,한 칸 건너뛰며 걷기","M"
"1","KSPO광주","청소년","일반","18","관리자","참가","20250212","본운동:박스 운동  루틴프로그램,메디신볼 운동  루틴프로그램 / 정리운동:걷기,조깅,줄넘기 운동","M"
"1","수원","어르신","일반","65","관리자","참가","20250212","준비운동:어깨 스트레칭 / 본운동:밴드 걸고 엎드려서 다리 구부리기,물통으로 양팔 들어올리기,덤벨 잡고 앉았다 일어서기 / 정리운동:대퇴사두근 스트레칭,종아리 스트레칭","M"
"1","수원","어르신","일반","70","관리자","참가","20250212","준비운동:대퇴이두근 스트레칭,엉덩이 스트레칭2 / 본운동:앉아서 다리 밀기 ,앉아서 뒤로 당기기,바벨 당겨 올리기","M"
"10","계룡","어르신","일반","69","관리자","3등급","20250212","준비운동:등 대고 대퇴이두근 스트레칭,마주 앉아 대퇴이두근 스트레칭 / 본운동:옆으로 걷기,사다리 이용 루틴 운동 / 정리운동:옆구리 스트레칭,몸 앞으로 굽히기","M"
"1","수원","성인","일반","24","관리자","3등급","20250212","준비운동:누워서 막대 잡고 팔 들어올리기,누워서 막대 잡고 팔 회전하기","M"
"1","부천","성인","일반","20","관리자","참가","20250212","준비운동:달리기,실내 자전거타기,트레드밀에서 걷기 / 본운동:턱걸이,바벨 끌어당기기,매달려서 다리 들기 / 정리운동:하지 루틴 스트레칭1,상지 루틴 스트레칭,전신 루틴 스트레칭","M"
"3","부천","성인","일반","26","관리자","3등급","20250212","준비운동:달리기,실외 자전거타기,실내 자전거타기 / 본운동:의자에 앉아 다리 뻗어 올리기,앉아서 엉덩관절 굽히기,서서 다리 뒤로 차기 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭","M"
"1","구미","청소년","일반","17","관리자","참가","20250212","본운동:달리기,실내 자전거타기,줄넘기,계단 올라갔다 내려오기,누워서 배가로근 수축 II,바벨 들어 팔꿈치 굽히기,앉았다 일어서기,소파를 이용한 윗몸올리기","F"
"1","구미","청소년","일반","17","관리자","참가","20250212","준비운동:허리 스트레칭,배스트레칭,하지 루틴 스트레칭2,전신 루틴 스트레칭 / 본운동:누워서 배가로근 수축 II,서서 바벨 위로 밀기,덤벨 옆으로 들어올리기,엎드려서 균형잡기","F"
"1","남구(부산)","어르신","일반","73","관리자","2등급","20250212","정리운동:엉덩이 스트레칭,종아리 스트레칭,옆구리 스트레칭","F"
"1","KSPO송파별관(어르신)","어르신","일반","72","관리자","2등급","20250212","준비운동:스텝박스,스텝박스 오르내리기 ,의자잡고 후방으로 무릎 굽혀 들기 / 본운동:앉아서 다리 펴기,엎드려서 다리 굽히기 ,앉아서 다리 밀기  / 정리운동:마주 앉아 대퇴이두근 스트레칭2,고관절 스트레칭","M"
"4","스포원(금정)","어르신","일반","71","관리자","3등급","20250212","준비운동:전신 루틴 스트레칭,짐볼을 이용한 동적 루틴 스트레칭,자가근막이완술 루틴 스트레칭,골반 스트레칭2 / 본운동:서서 상체 일으키기,의자 앞에서 앉았다 일어서기,의자에 앉아 다리 뻗어 올리기,고정식 트레드밀에서 걷기,고정식 자전거 타기,물속에서 걷기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,서서 발목 누르기","M"
"1","KSPO송파별관(어르신)","어르신","일반","65","관리자","3등급","20250212","준비운동:넙다리 안쪽 스트레칭,하지 루틴 스트레칭2 / 본운동:바벨 당겨 올리기,앉아서 팔꿈치 굽히기,고정식 트레드밀에서 걷기,고정식 자전거 타기 / 정리운동:대퇴이두근 스트레칭,엉덩이 스트레칭,대퇴사두근 스트레칭","M"
"3","스포원(금정)","성인","일반","27","관리자","참가","20250212","본운동:소파를 이용한 윗몸올리기,엎드려 버티기,옆으로 누워 버티기,누워서 엉덩이 들어올리기","M"
"2","KSPO송파","성인","일반","47","관리자","참가","20250212","준비운동:옆으로 누워서팔 앞으로 당기기","F"
"1","KSPO송파","성인","일반","43","관리자","3등급","20250212","준비운동:테이블 이용하여 팔 들어 올리기","F"
"2","성동","성인","일반","57","관리자","참가","20250212","준비운동:윗몸올리기","F"
"2","화성","성인","일반","25","관리자","3등급","20250212","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:걷기,달리기,실내 자전거타기,줄넘기 / 정리운동:허리 스트레칭,배스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭","F"
"1","서구(광주)","성인","일반","21","관리자","2등급","20250212","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,하지 루틴 스트레칭2 / 정리운동:전신 루틴 스트레칭","F"
"1","서구(광주)","성인","일반","31","관리자","3등급","20250212","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,하지 루틴 스트레칭2 / 정리운동:전신 루틴 스트레칭","F"
"2","광주","성인","일반","63","관리자","2등급","20250212","준비운동:옆으로 누워서팔 앞으로 당기기","M"
"8","오산","어르신","일반","71","관리자","1등급","20250212","준비운동:스텝박스,스텝박스 오르내리기 ,물속에서 걷기,의자잡고 후방으로 무릎 굽혀 들기 / 본운동:앉아서 다리 펴기,엎드려서 다리 굽히기 ,앉아서 다리 밀기  / 정리운동:대퇴이두근 스트레칭2,엉덩이 스트레칭,대퇴사두근 스트레칭,종아리 스트레칭","M"
"1","안산","성인","일반","20","관리자","참가","20250212","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,아래 팔 스트레칭 / 본운동:넙다리 뒤쪽 스트레칭,하지 루틴 스트레칭2,자가근막이완술 루틴 스트레칭,턱걸이,바벨 끌어당기기,허리 굽혀 덤벨 들기 / 정리운동:허리 스트레칭,배스트레칭,옆구리 스트레칭,엉덩이 스트레칭","M"
"4","오산","어르신","일반","67","관리자","3등급","20250212","준비운동:목 스트레칭,가슴 스트레칭,팔꿈치 맞닿아 원그리기,등/어깨 뒤쪽 스트레칭,의자잡고 후방으로 무릎 굽혀 들기 / 본운동:고정식 트레드밀에서 걷기,고정식 자전거 타기,스텝박스,스텝박스 오르내리기  / 정리운동:몸 앞으로 굽히기,내전근 스트레칭,엉덩이 스트레칭,대퇴사두근 스트레칭","F"
"1","사천","성인","일반","32","관리자","참가","20250212","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:앉았다 일어서기,윗몸올리기 ,달리기 / 정리운동:넙다리 뒤쪽 스트레칭,전신 루틴 스트레칭","F"
"1","연제","성인","일반","20","관리자","참가","20250212","준비운동:유산소 운동 전 동적 루틴 스트레칭 / 본운동:달리기,하지 루틴 스트레칭2,자가근막이완술 루틴 스트레칭 / 정리운동:유산소 운동 전 동적 루틴 스트레칭","M"
"1","남구(부산)","성인","일반","58","관리자","2등급","20250212","본운동:달리기,실내 자전거타기","M"
"10","청주","성인","일반","60","관리자","참가","20250212","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,하지 루틴 스트레칭2 / 본운동:한발 앞으로 내밀고 앉았다 일어서기,엎드려 버티기,누워서 하늘 자전거,서서 탄력밴드 당겨내리기/올리기 / 정리운동:달리기,실내 자전거타기,계단 올라갔다 내려오기,수영","M"
"10","청주","성인","일반","54","관리자","참가","20250212","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,하지 루틴 스트레칭1 / 본운동:한발 앞으로 내밀고 앉았다 일어서기,덤벨 옆으로 들어올리기,윗몸 말아 올리기,네발기기 자세로 팔 다리 들기 / 정리운동:달리기,실내 자전거타기,트레드밀에서 걷기,수영","F"
"1","서구(대전)","성인","일반","20","관리자","참가","20250212","준비운동:허리 스트레칭,배스트레칭 / 본운동:바벨 끌어당기기,앉아서 당겨 내리기,앉아서 뒤로 당기기,바벨들어올리기,달리기,트레드밀에서 걷기,수영 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"3","오산","성인","일반","19","관리자","2등급","20250212","준비운동:하지 루틴 스트레칭1,상지 루틴 스트레칭 / 본운동:달리기,줄넘기,팔벌려뛰기 / 정리운동:전신 루틴 스트레칭","M"
"3","청주","성인","일반","55","관리자","참가","20250212","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,하지 루틴 스트레칭1 / 본운동:한발 앞으로 내밀고 앉았다 일어서기,윗몸 말아 올리기,엎드려서 다리 차올리기,탄력밴드 어깨 가쪽 돌림  / 정리운동:달리기,실내 자전거타기,줄넘기,수영","F"
"4","청주","성인","일반","58","관리자","참가","20250212","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,하지 루틴 스트레칭1 / 본운동:한발 앞으로 내밀고 앉았다 일어서기,서서 다리 뒤로 차기,엎드려서 다리 차올리기,네발기기 자세에서 손바닥으로 바닥밀기 / 정리운동:달리기,실내 자전거타기,계단 올라갔다 내려오기,수영","F"
"1","중구(서울)","어르신","일반","66","관리자","3등급","20250212","본운동:덤벨 잡고 앉았다 일어서기,앉아서 다리 펴기,엎드려서 다리 굽히기 ,앉아서 다리 밀기  / 정리운동:대퇴이두근 스트레칭,엉덩이 스트레칭","F"
"4","중구(서울)","어르신","일반","68","관리자","2등급","20250212","준비운동:어깨 스트레칭,몸통 비틀기,등 대고 대퇴이두근 스트레칭,마주 앉아 대퇴이두근 스트레칭 / 본운동:고정식 트레드밀에서 걷기,고정식 자전거 타기,스텝박스,스텝박스 오르내리기  / 정리운동:대퇴이두근 스트레칭,대퇴이두근 스트레칭2,엉덩이 스트레칭,대퇴사두근 스트레칭","M"
"15","청주","성인","일반","59","관리자","참가","20250212","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,하지 루틴 스트레칭1 / 본운동:한발 앞으로 내밀고 앉았다 일어서기,덤벨 옆으로 들어올리기,윗몸 말아 올리기,엎드려서 다리 차올리기 / 정리운동:달리기,실내 자전거타기,줄넘기,수영","F"
"6","청주","성인","일반","56","관리자","3등급","20250212","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,하지 루틴 스트레칭1 / 본운동:한발 앞으로 내밀고 앉았다 일어서기,윗몸 말아 올리기,누워서 수직으로 다리 들어올리기 ,탄력밴드 어깨 가쪽 돌림  / 정리운동:달리기,실내 자전거타기,계단 올라갔다 내려오기,수영","F"
"14","KSPO송파별관(어르신)","어르신","일반","69","관리자","1등급","20250212","준비운동:하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","M"
"6","안산","어르신","일반","69","관리자","2등급","20250212","준비운동:몸통 비틀기,몸통 앞으로 굽혀 걷기,고정식 트레드밀에서 걷기 / 본운동:덤벨 잡고 앉았다 일어서기,앉아서 몸통 움츠리기,몸통 들어올리기,앉아서 팔꿈치 굽히기 / 정리운동:스텝박스,스텝박스 오르내리기 ,대퇴사두근 스트레칭,가슴 스트레칭","F"
"1","KSPO송파별관(어르신)","어르신","일반","70","관리자","1등급","20250212","준비운동:의자 잡고 후방으로 한발 뻗어 들기","M"
"1","청주","성인","일반","64","관리자","참가","20250212","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭 / 본운동:한발 앞으로 내밀고 앉았다 일어서기,몸통 옆으로 굽히기,윗몸 말아 올리기,앉아서 위로 밀기 / 정리운동:달리기,실내 자전거타기,계단 뛰어 오르기,수영","F"
"8","오산","어르신","일반","78","관리자","3등급","20250212","준비운동:등 스트레칭,엉덩이 스트레칭,의자잡고 후방으로 무릎 굽혀 들기 / 본운동:서서 팔꿈치 펴기,플렉스 바 비틀기,앉아서 팔꿈치 굽히기,물통으로 양팔 들어올리기,고정식 자전거 타기 / 정리운동:발가락 폄근 스트레칭,비복근 스트레칭,짐볼 양팔로 밀기","M"
"1","청주","성인","일반","64","관리자","참가","20250212","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,넙다리 뒤쪽 스트레칭 / 본운동:한발 앞으로 내밀고 앉았다 일어서기,덤벨 옆으로 들어올리기,윗몸 말아 올리기,엎드려서 다리 차올리기 / 정리운동:달리기,실내 자전거타기,계단 올라갔다 내려오기,수영","M"
"1","성남","성인","일반","64","관리자","참가","20250212","준비운동:전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭 / 본운동:윗몸 말아 올리기,윗몸올리기 ,엎드려 버티기,누워서 다리 들어올리기,실내 자전거타기,트레드밀에서 걷기,계단 올라갔다 내려오기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2","F"
"3","포천","성인","일반","30","관리자","1등급","20250212","준비운동:전신 루틴 스트레칭 / 본운동:조깅,왕복달리기,계단 올라갔다 내려오기 / 정리운동:전신 루틴 스트레칭","F"
"5","서대문","성인","일반","30","관리자","참가","20250212","준비운동:테이블 이용하여 팔 옆으로 벌리기","M"
"2","성남","어르신","일반","65","관리자","2등급","20250212","준비운동:어깨 스트레칭,몸통 비틀기,고관절 스트레칭 / 본운동:덤벨 잡고 앉았다 일어서기,바벨 잡고 들어올리기,앉아서 다리 펴기,엎드려서 다리 굽히기  / 정리운동:대퇴사두근 스트레칭,엉덩이 스트레칭2,종아리 스트레칭,몸통 비틀기","F"
"1","천안","성인","일반","33","관리자","3등급","20250212","준비운동:트레드밀에서 걷기 / 본운동:계단 올라갔다 내려오기 / 정리운동:실내 자전거타기","M"
"1","KSPO송파","성인","일반","48","관리자","2등급","20250212","준비운동:진자운동","M"
"1","전주","성인","일반","24","관리자","3등급","20250212","준비운동:전신 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭,진자운동 / 본운동:달리기,줄넘기,계단 올라갔다 내려오기,수영 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2","F"
"1","성남","어르신","일반","65","관리자","3등급","20250212","준비운동:전신 루틴 스트레칭 / 본운동:의자 앞에서 앉았다 일어서기,벽에서 팔굽혀 펴기,엉덩이 스트레칭,넙다리 뒤쪽 스트레칭 / 정리운동:전신 루틴 스트레칭","M"
"2","포항","성인","일반","28","관리자","3등급","20250212","준비운동:전신 루틴 스트레칭,달리기 / 본운동:계단 올라갔다 내려오기,계단 뛰어 오르기,조깅 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭","M"
"4","광주","성인","일반","27","관리자","참가","20250212","준비운동:좌식생활자를 위한 동적 루틴 스트레칭  / 본운동:무릎 높여 제자리 달리기,웨이트 트레이닝  루틴프로그램,맨몸운동  루틴프로그램,바운딩 운동  루틴프로그램 / 정리운동:전신 루틴 스트레칭","F"
"1","성남","어르신","일반","76","관리자","2등급","20250212","준비운동:어깨 스트레칭,몸통 비틀기,고관절 스트레칭 / 본운동:덤벨 잡고 앉았다 일어서기,바벨 잡고 들어올리기,앉아서 다리 펴기,엎드려서 다리 굽히기  / 정리운동:대퇴사두근 스트레칭,엉덩이 스트레칭2,종아리 스트레칭,몸통 비틀기","M"
"1","북구(광주)","성인","일반","23","관리자","3등급","20250212","준비운동:하지 루틴 스트레칭1,전신 루틴 스트레칭 / 본운동:매달려서 다리 들기,윗몸올리기 ,옆으로 누워 버티기,실내 자전거타기 / 정리운동:넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,자가근막이완술 루틴 스트레칭","F"
"3","동작","성인","일반","49","관리자","2등급","20250212","준비운동:하지 루틴 스트레칭1,전신 루틴 스트레칭 / 본운동:턱걸이,매달려서 다리 들기,원판던지기,계단 올라갔다 내려오기 / 정리운동:등/어깨 뒤쪽 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,자가근막이완술 루틴 스트레칭","F"
"5","안산","어르신","일반","75","관리자","1등급","20250212","준비운동:어깨 스트레칭,몸통 비틀기,고관절 스트레칭,좌우로 선넘기 / 본운동:고정식 자전거 타기,스텝박스 오르내리기 ,바벨 잡고 들어올리기,앉아서 다리 펴기 / 정리운동:엉덩이 스트레칭,대퇴사두근 스트레칭,종아리 스트레칭","M"
"3","동작","성인","일반","49","관리자","2등급","20250212","준비운동:하지 루틴 스트레칭1,상지 루틴 스트레칭,유산소 운동 전 동적 루틴 스트레칭 / 본운동:팔굽혀펴기,사다리 안팎 뛰기,앉았다 일어서면서 점프하기 / 정리운동:달리기,실내 자전거타기,트레드밀에서 걷기","F"
"8","광주","성인","일반","56","관리자","참가","20250212","준비운동:유산소 운동 전 동적 루틴 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:달리기,실내 자전거타기,의자에 한 다리 올리고 앉앗다 일어서기,앉아서 엉덩관절 굽히기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","F"
"4","강북","성인","일반","61","관리자","참가","20250212","준비운동:목 스트레칭,등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,아래 팔 스트레칭 / 본운동:빠르게 걷기,달리기,실외 자전거타기,실내 자전거타기 / 정리운동:하지 루틴 스트레칭1,하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","M"
"1","남구(부산)","어르신","일반","68","관리자","1등급","20250212","준비운동:전신 루틴 스트레칭,의자 앞에서 앉았다 일어서기","F"
"1","정읍","유소년","출장","12","관리자","참가","20250212","준비운동:발목 얹고 다리 잡아당기기,앉아 윗몸 앞으로 굽히기,엎드려 교차 발 잡아당기기,한 발 뒤로 빼고 앞으로 굽히기 / 본운동:점프해서 손 발끝 닿기,의자 잡고 반복 옆 뛰기,공 양손으로 주고 받기,엎드려 팔 대고 버티기 / 정리운동:제자리 뛰기,엎드려 무릎 연속 차기,왕복달리기,1단 줄넘기","M"
"1","서구(대전)","성인","일반","19","관리자","3등급","20250212","준비운동:걷기,달리기,실내 자전거타기 / 본운동:턱걸이,바벨 끌어당기기,매달려서 다리 들기,버피운동,점프 팔굽혀펴기,달리기,트레드밀에서 걷기,수영 / 정리운동:하지 루틴 스트레칭2,상지 루틴 스트레칭,전신 루틴 스트레칭","M"
"1","남구(부산)","성인","일반","27","관리자","3등급","20250212","본운동:수영","M"
"1","창원","성인","일반","34","관리자","참가","20250212","준비운동:등/어깨 뒤쪽 스트레칭,가슴/어깨 앞쪽 스트레칭,허리 스트레칭,배스트레칭 / 본운동:앉았다 일어서면서 점프하기,팔벌려뛰기,버피운동,점프 팔굽혀펴기,달리기,실내 자전거타기,줄넘기,계단 뛰어 오르기 / 정리운동:엉덩이 스트레칭,넙다리 뒤쪽 스트레칭,넙다리 앞쪽 스트레칭,넙다리 안쪽 스트레칭","M"
"3","서대문","성인","일반","23","관리자","1등급","20250212","준비운동:하지 루틴 스트레칭1 / 본운동:누워서 엉덩이 들어올리기,팔굽혀펴기,원판던지기,실내 자전거타기 / 정리운동:넙다리 뒤쪽 스트레칭,넙다리 안쪽 스트레칭,좌식생활자를 위한 동적 루틴 스트레칭","F"
"2","서대문","성인","일반","23","관리자","3등급","20250212","준비운동:수동적 관절가동범위 운동","F"
"1","창원","성인","일반","34","관리자","3등급","20250212","준비운동:허리 굽혀 덤벨 뒤로 들기,덤벨 옆으로 들어올리기,앉아서 팔꿈치 굽히기/펴기 ,네발기기 자세에서 손바닥으로 바닥밀기 / 본운동:엎드려서 균형잡기,윗몸올리기 ,소파를 이용한 윗몸올리기","F"
